url_path,views_total,views_unique
/timmalich/edukiz,42,39
/timmalich/edukiz/tree/main/src,2,2
/timmalich/edukiz/branches,2,1
/timmalich/edukiz/tree/main/public,2,1
/timmalich/edukiz/tree/main/scripts,1,1
